VAR_EDDY.F_c,VAR_EDDY.Qc_F_c,VAR_META.CO206,VAR_EDDY.CO2_storage_flux,datetime,season_year,season_date,target_doy,group_name
,,,,2012-01-15T00:25:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:26:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:27:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:28:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:29:00.0,2012,2012-01-15,15,co2_tracers
,,335.55,,2012-01-15T00:30:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:31:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:32:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:33:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:34:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:35:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:36:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:37:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:38:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:39:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:40:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:41:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:42:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:43:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:44:00.0,2012,2012-01-15,15,co2_tracers
,,334.413,,2012-01-15T00:45:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:46:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:47:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:48:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:49:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:50:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:51:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:52:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:53:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:54:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:55:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:56:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:57:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:58:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T00:59:00.0,2012,2012-01-15,15,co2_tracers
,,331.215,,2012-01-15T01:00:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:01:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:02:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:03:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:04:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:05:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:06:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:07:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:08:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:09:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:10:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:11:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:12:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:13:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:14:00.0,2012,2012-01-15,15,co2_tracers
,,337.472,,2012-01-15T01:15:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:16:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:17:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:18:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:19:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:20:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:21:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:22:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:23:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:24:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:25:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:26:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:27:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:28:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:29:00.0,2012,2012-01-15,15,co2_tracers
,,332.337,,2012-01-15T01:30:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:31:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:32:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:33:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:34:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:35:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:36:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:37:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:38:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:39:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:40:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:41:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:42:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:43:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:44:00.0,2012,2012-01-15,15,co2_tracers
,,332.653,,2012-01-15T01:45:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:46:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:47:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:48:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:49:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:50:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:51:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:52:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:53:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:54:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:55:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:56:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:57:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:58:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T01:59:00.0,2012,2012-01-15,15,co2_tracers
,,335.963,,2012-01-15T02:00:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:01:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:02:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:03:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:04:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:05:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:06:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:07:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:08:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:09:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:10:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:11:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:12:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:13:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:14:00.0,2012,2012-01-15,15,co2_tracers
,,337.469,,2012-01-15T02:15:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:16:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:17:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:18:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:19:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:20:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:21:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:22:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:23:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:24:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:25:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:26:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:27:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:28:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:29:00.0,2012,2012-01-15,15,co2_tracers
,,334.098,,2012-01-15T02:30:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:31:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:32:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:33:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:34:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:35:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:36:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:37:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:38:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:39:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:40:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:41:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:42:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:43:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:44:00.0,2012,2012-01-15,15,co2_tracers
,,335.333,,2012-01-15T02:45:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:46:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:47:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:48:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:49:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:50:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:51:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:52:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:53:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:54:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:55:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:56:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:57:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:58:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T02:59:00.0,2012,2012-01-15,15,co2_tracers
,,336.506,,2012-01-15T03:00:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:01:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:02:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:03:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:04:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:05:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:06:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:07:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:08:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:09:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:10:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:11:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:12:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:13:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:14:00.0,2012,2012-01-15,15,co2_tracers
,,337.847,,2012-01-15T03:15:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:16:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:17:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:18:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:19:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:20:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:21:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:22:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:23:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:24:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:25:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:26:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:27:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:28:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:29:00.0,2012,2012-01-15,15,co2_tracers
,,331.568,,2012-01-15T03:30:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:31:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:32:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:33:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:34:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:35:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:36:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:37:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:38:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:39:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:40:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:41:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:42:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:43:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:44:00.0,2012,2012-01-15,15,co2_tracers
,,338.13,,2012-01-15T03:45:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:46:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:47:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:48:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:49:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:50:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:51:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:52:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:53:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:54:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:55:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:56:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:57:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:58:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T03:59:00.0,2012,2012-01-15,15,co2_tracers
,,335.402,,2012-01-15T04:00:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:01:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:02:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:03:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:04:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:05:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:06:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:07:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:08:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:09:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:10:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:11:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:12:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:13:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:14:00.0,2012,2012-01-15,15,co2_tracers
,,333.057,,2012-01-15T04:15:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:16:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:17:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:18:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:19:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:20:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:21:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:22:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:23:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:24:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:25:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:26:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:27:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:28:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:29:00.0,2012,2012-01-15,15,co2_tracers
,,334.929,,2012-01-15T04:30:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:31:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:32:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:33:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:34:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:35:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:36:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:37:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:38:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:39:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:40:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:41:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:42:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:43:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:44:00.0,2012,2012-01-15,15,co2_tracers
,,336.844,,2012-01-15T04:45:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:46:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:47:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:48:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:49:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:50:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:51:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:52:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:53:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:54:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:55:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:56:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:57:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:58:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T04:59:00.0,2012,2012-01-15,15,co2_tracers
,,335.263,,2012-01-15T05:00:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:01:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:02:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:03:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:04:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:05:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:06:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:07:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:08:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:09:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:10:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:11:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:12:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:13:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:14:00.0,2012,2012-01-15,15,co2_tracers
,,335.179,,2012-01-15T05:15:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:16:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:17:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:18:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:19:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:20:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:21:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:22:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:23:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:24:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:25:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:26:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:27:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:28:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:29:00.0,2012,2012-01-15,15,co2_tracers
,,335.493,,2012-01-15T05:30:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:31:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:32:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:33:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:34:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:35:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:36:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:37:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:38:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:39:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:40:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:41:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:42:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:43:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:44:00.0,2012,2012-01-15,15,co2_tracers
,,338.444,,2012-01-15T05:45:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:46:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:47:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:48:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:49:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:50:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:51:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:52:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:53:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:54:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:55:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:56:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:57:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:58:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T05:59:00.0,2012,2012-01-15,15,co2_tracers
,,333.752,,2012-01-15T06:00:00.0,2012,2012-01-15,15,co2_tracers
,,,,2012-01-15T06:01:00.0,2012,2012-01-15,15,co2_tracers
