VAR_EDDY.LE_sub,VAR_EDDY.E_sub,VAR_EDDY.MO_length_sub,VAR_EDDY.H_sub,VAR_EDDY.wind_dir_sub,VAR_EDDY.U_sub,VAR_EDDY.F_c_sub,VAR_EDDY.tau_sub,VAR_EDDY.u_star_sub,datetime,season_year,season_date,target_doy,group_name
,,,,,,,,,2013-01-15T12:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T12:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T13:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T13:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T14:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T14:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T15:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T15:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T16:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T16:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T17:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T17:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T18:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T18:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T19:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T19:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T20:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T20:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T21:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T21:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T22:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T22:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T23:00:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2013-01-15T23:30:00.0,2013,2013-01-15,15,other_tracers
,,,,,,,,,2014-01-15T00:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T00:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T01:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T01:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T02:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T02:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T03:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T03:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T04:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T04:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T05:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T05:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T06:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T06:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T07:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T07:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T08:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T08:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T09:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T09:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T10:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T10:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T11:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T11:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T12:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T12:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T13:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T13:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T14:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T14:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T15:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T15:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T16:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T16:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T17:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T17:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T18:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T18:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T19:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T19:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T20:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T20:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T21:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T21:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T22:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T22:30:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T23:00:00.0,2014,2014-01-15,15,other_tracers
,,,,,,,,,2014-01-15T23:30:00.0,2014,2014-01-15,15,other_tracers
-19.06697,-0.37663,,55.2697,56.02265,0.21458,-1.1189,-0.04063,0.18131,2015-01-15T00:00:00.0,2015,2015-01-15,15,other_tracers
9.89556,0.19503,,57.18648,82.0548,0.20198,-4.0491,-0.07099,0.236,2015-01-15T00:30:00.0,2015,2015-01-15,15,other_tracers
-0.58245,-0.01169,,38.18744,75.73631,0.35392,-2.8175,-0.02875,0.16791,2015-01-15T01:00:00.0,2015,2015-01-15,15,other_tracers
-2.17222,-0.04333,,34.31337,80.01009,0.29013,-0.44729,-0.03331,0.16157,2015-01-15T01:30:00.0,2015,2015-01-15,15,other_tracers
4.90781,0.09868,,21.05013,78.98892,0.40521,-0.18742,-0.03254,0.1649,2015-01-15T02:00:00.0,2015,2015-01-15,15,other_tracers
13.8541,0.28052,,23.62866,93.46749,0.598,,-0.04473,0.19262,2015-01-15T02:30:00.0,2015,2015-01-15,15,other_tracers
-12.62171,-0.2529,,59.24855,70.68991,0.35781,-1.1532,-0.04966,0.20165,2015-01-15T03:00:00.0,2015,2015-01-15,15,other_tracers
-8.04609,-0.16226,,38.94408,92.79462,0.47919,-1.4742,-0.03689,0.16986,2015-01-15T03:30:00.0,2015,2015-01-15,15,other_tracers
12.35919,0.24939,,37.9309,93.23723,0.47275,-1.1015,-0.02585,0.151,2015-01-15T04:00:00.0,2015,2015-01-15,15,other_tracers
0.72224,0.01455,,29.53275,84.75263,0.43573,-2.3274,-0.01701,0.11537,2015-01-15T04:30:00.0,2015,2015-01-15,15,other_tracers
16.78182,0.33662,,37.81873,69.56954,0.35796,,-0.02334,0.14276,2015-01-15T05:00:00.0,2015,2015-01-15,15,other_tracers
-7.23476,-0.14553,,17.41536,78.93606,0.38798,3.6738,-0.0069,0.07397,2015-01-15T05:30:00.0,2015,2015-01-15,15,other_tracers
-6.5064,-0.13071,,29.12684,90.85233,0.38337,-0.64451,-0.01929,0.12318,2015-01-15T06:00:00.0,2015,2015-01-15,15,other_tracers
-0.92832,-0.01828,,25.60476,84.05047,0.2012,-2.1152,-0.01228,0.09844,2015-01-15T06:30:00.0,2015,2015-01-15,15,other_tracers
1.1959,0.02397,,19.26606,95.44945,0.33998,-1.1822,-0.00532,0.06477,2015-01-15T07:00:00.0,2015,2015-01-15,15,other_tracers
0.38306,0.00776,,18.86251,101.3646,0.52023,-0.96843,-0.01019,0.08966,2015-01-15T07:30:00.0,2015,2015-01-15,15,other_tracers
-0.29833,-0.00601,,11.10739,95.33501,0.423,-0.69439,-0.00408,0.05692,2015-01-15T08:00:00.0,2015,2015-01-15,15,other_tracers
-1.8221,-0.03687,,13.84423,97.38803,0.53969,-0.23996,-0.00791,0.07887,2015-01-15T08:30:00.0,2015,2015-01-15,15,other_tracers
6.23035,0.12518,,43.6005,92.44379,0.36491,-2.3277,-0.02473,0.14117,2015-01-15T09:00:00.0,2015,2015-01-15,15,other_tracers
-1.02893,-0.02049,,24.7559,107.9099,0.26098,-1.3928,-0.00749,0.08383,2015-01-15T09:30:00.0,2015,2015-01-15,15,other_tracers
-1.95667,-0.03878,,19.95415,88.09853,0.22641,-0.70926,-0.00852,0.08584,2015-01-15T10:00:00.0,2015,2015-01-15,15,other_tracers
-9.11366,-0.17921,,20.49625,41.20808,0.18686,0.65854,-0.00468,0.07135,2015-01-15T10:30:00.0,2015,2015-01-15,15,other_tracers
10.43313,0.20829,,14.02911,72.70859,0.28786,-3.2462,-0.0027,0.05208,2015-01-15T11:00:00.0,2015,2015-01-15,15,other_tracers
-4.29068,-0.08452,,23.00724,11.41673,0.19908,2.0273,-0.00653,0.07374,2015-01-15T11:30:00.0,2015,2015-01-15,15,other_tracers
-10.05212,-0.19103,,17.53981,75.08031,0.10435,-0.61043,-0.02982,0.15849,2015-01-15T12:00:00.0,2015,2015-01-15,15,other_tracers
0.35953,0.00711,,24.14983,159.0573,0.2146,-1.2896,-0.0069,0.07452,2015-01-15T12:30:00.0,2015,2015-01-15,15,other_tracers
11.30921,0.21742,,18.76249,74.422,0.12168,-2.4798,-0.01033,0.09501,2015-01-15T13:00:00.0,2015,2015-01-15,15,other_tracers
-3.90004,-0.07459,,16.00052,261.6674,0.11233,-0.2053,-0.0062,0.07045,2015-01-15T13:30:00.0,2015,2015-01-15,15,other_tracers
-15.00818,-0.2818,,16.48257,189.8561,0.08725,2.1152,-0.01446,0.11067,2015-01-15T14:00:00.0,2015,2015-01-15,15,other_tracers
-2.38715,-0.04535,,19.57772,176.8984,0.10245,-0.88669,-0.00623,0.07016,2015-01-15T14:30:00.0,2015,2015-01-15,15,other_tracers
-13.10082,-0.23538,,17.16324,164.6948,0.0565,4.5633,-0.0134,0.10297,2015-01-15T15:00:00.0,2015,2015-01-15,15,other_tracers
,-0.44379,,17.42756,84.9262,0.24523,5.2974,-0.00489,0.06394,2015-01-15T15:30:00.0,2015,2015-01-15,15,other_tracers
-1.32822,-0.02683,,13.09978,93.75022,0.47022,-1.1947,-0.00385,0.06625,2015-01-15T16:00:00.0,2015,2015-01-15,15,other_tracers
0.86358,0.01728,,20.34676,108.4535,0.30404,-0.95607,-0.0091,0.08512,2015-01-15T16:30:00.0,2015,2015-01-15,15,other_tracers
2.73497,0.05211,,6.01964,36.95999,0.10719,-0.66334,-0.00307,0.05911,2015-01-15T17:00:00.0,2015,2015-01-15,15,other_tracers
-3.28047,-0.05101,,14.54783,335.0131,0.02354,0.41978,-0.01592,0.11297,2015-01-15T17:30:00.0,2015,2015-01-15,15,other_tracers
0.0232,0.00046,,15.0704,234.1255,0.17743,-1.4208,-0.01192,0.09722,2015-01-15T18:00:00.0,2015,2015-01-15,15,other_tracers
-0.62066,-0.01156,,17.79108,65.01816,0.0808,-1.5895,-0.01176,0.10271,2015-01-15T18:30:00.0,2015,2015-01-15,15,other_tracers
-0.36469,-0.00677,,9.73202,64.40398,0.07765,-0.92169,-0.00239,0.04793,2015-01-15T19:00:00.0,2015,2015-01-15,15,other_tracers
-0.39414,-0.00775,,22.76977,105.9341,0.18783,-1.6524,-0.00764,0.09909,2015-01-15T19:30:00.0,2015,2015-01-15,15,other_tracers
0.75065,0.01464,,38.8991,133.0663,0.15467,-2.23,-0.01967,0.13427,2015-01-15T20:00:00.0,2015,2015-01-15,15,other_tracers
1.16049,0.02231,,53.31246,124.3328,0.12029,-2.3515,-0.0525,0.20505,2015-01-15T20:30:00.0,2015,2015-01-15,15,other_tracers
11.80048,0.22225,,34.90864,235.8343,0.09101,-3.5208,-0.07168,0.24526,2015-01-15T21:00:00.0,2015,2015-01-15,15,other_tracers
2.55455,0.04873,,9.25714,240.6023,0.10767,-2.6347,-0.07127,0.23841,2015-01-15T21:30:00.0,2015,2015-01-15,15,other_tracers
-0.36348,-0.00713,,24.28805,243.6135,0.19353,-1.841,-0.10442,0.28749,2015-01-15T22:00:00.0,2015,2015-01-15,15,other_tracers
-5.44015,-0.10759,,34.4426,227.9988,0.20933,-1.7092,-0.05117,0.20398,2015-01-15T22:30:00.0,2015,2015-01-15,15,other_tracers
-1.99974,-0.03852,,42.48049,147.4802,0.12332,0.3384,-0.04804,0.20559,2015-01-15T23:00:00.0,2015,2015-01-15,15,other_tracers
-8.86803,-0.17008,,28.30768,218.1037,0.11396,-0.66704,-0.04974,0.1993,2015-01-15T23:30:00.0,2015,2015-01-15,15,other_tracers
,,,,,,,,,2016-01-15T00:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T00:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T01:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T01:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T02:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T02:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T03:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T03:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T04:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T04:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T05:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T05:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T06:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T06:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T07:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T07:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T08:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T08:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T09:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T09:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T10:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T10:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T11:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T11:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T12:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T12:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T13:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T13:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T14:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T14:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T15:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T15:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T16:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T16:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T17:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T17:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T18:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T18:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T19:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T19:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T20:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T20:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T21:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T21:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T22:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T22:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T23:00:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2016-01-15T23:30:00.0,2016,2016-01-15,15,other_tracers
,,,,,,,,,2017-01-15T00:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T00:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T01:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T01:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T02:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T02:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T03:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T03:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T04:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T04:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T05:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T05:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T06:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T06:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T07:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T07:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T08:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T08:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T09:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T09:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T10:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T10:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T11:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T11:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T12:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T12:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T13:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T13:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T14:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T14:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T15:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T15:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T16:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T16:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T17:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T17:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T18:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T18:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T19:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T19:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T20:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T20:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T21:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T21:30:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T22:00:00.0,2017,2017-01-15,15,other_tracers
,,,,,,,,,2017-01-15T22:30:00.0,2017,2017-01-15,15,other_tracers
