time,zeta,phi_obs,phi_clean,baseline_true,residual_true
105,-0.017043304260350972,1.02202322189222,1.0232644805910838,1.0014968739761392,0.02176760661494465
106,0.08161592331155765,1.0195060302148424,1.0189175751011323,0.9929834357957773,0.025934139305354934
107,0.38816696031267306,1.006114662824147,1.00761427860418,0.9686546062719754,0.038959672332204445
108,0.18070742107928023,1.0159050938507832,1.0148604489243749,0.9847849378441483,0.030075511080226488
109,0.5150362273620003,1.00179115780264,1.0036929848503315,0.9594124089939665,0.04428057585636513
110,0.036558447377250475,1.0183480991810339,1.02087556854981,0.9968264747104776,0.02404909383933254
111,0.1691627450745862,1.0147430811473828,1.0153129002091545,0.9857227806118823,0.02959011959727228
112,0.24203949350188786,1.011523563026665,1.012550831890016,0.979876193377588,0.03267463851242803
113,0.17047542266820642,1.0135538831277235,1.015261172828365,0.9856159188380704,0.029645253990294433
114,0.5684392329324603,1.004241577832935,1.0020428031307536,0.9556511661145561,0.04639163701619747
115,0.6648199003804114,0.9977251915570444,0.9989404622127268,0.9490449860886337,0.04989547612409304
116,0.5751471056706464,1.0035488648974877,1.0018330872393664,0.9551839059272752,0.04664918131209126
117,0.4208808345401819,1.0042797042456937,1.0065877531361274,0.9662287748715852,0.04035897826454213
118,0.15059131552437516,1.0157094648016145,1.0160524010846135,0.9872408707011031,0.028811530383510423
119,0.19380921538808749,1.0149503571194065,1.0143537756839234,0.9837259831838491,0.030627792500074264
120,0.5249972561080988,1.0068150865152918,1.0033871257860651,0.9587052156698038,0.044681910116261395
121,0.7181989693618868,0.9951698875814031,0.9971127820944088,0.9454827212996375,0.051630060794771275
122,0.7026121533271733,0.9961136571777417,0.9976561462155762,0.9465160037034106,0.051140142512165594
123,0.615327551257845,1.001803847509726,1.0005599117439814,0.9524086926099941,0.048151219133987365
124,0.48447256198908445,1.0050253729537098,1.0046292709827964,0.9615987106917054,0.04303056029109099
125,0.7418269609141923,0.9944510799613399,0.9962727661610767,0.9439270630025434,0.05234570315853342
126,0.7451709770031506,0.9952981620565055,0.9961522397404325,0.9437079256062747,0.052444314134157885
127,0.7545319959353014,0.9950306608787484,0.9958126312296068,0.9430958365180415,0.05271679471156528
128,0.7116540334953817,0.9979135955135376,0.9973419595003911,0.9459159115863577,0.05142604791403336
129,0.8370579928351127,0.9903234275981563,0.9926712909539597,0.9377840954120892,0.054887195541870513
130,0.6919171055372417,0.9978815719583254,0.9980242338530888,0.9472282778305133,0.05079595602257552
131,0.9171518393695202,0.9858226770140623,0.9893604797207377,0.9327688562304054,0.05659162349033236
132,0.8082146580136316,0.9957355870421167,0.9937999597336333,0.9396235725654947,0.05417638716813861
133,0.6095689223798142,1.002708880410915,1.0007443923483692,0.9528039630713353,0.047940429277033916
134,0.43171469717563776,1.0089852783183013,1.0062514821027537,0.9654320737699421,0.04081940833281169
135,0.5581979647041385,1.002113911653227,1.0023617085649008,0.9563667677404043,0.04599494082449643
136,0.8244725987570739,0.9938831667929391,0.9931679003214507,0.9385845105406642,0.05458338978078657
137,0.4760285410916657,1.0028531902443463,1.0048879014868324,0.9622071445418391,0.04268075694499328
138,0.9650246242181935,0.9873366459886245,0.9872598457681159,0.9298342958865332,0.05742554988158271
139,0.48109983176696863,1.0047940256945924,1.004732556442113,0.9618415019811164,0.04289105446099653
140,0.5460284019127705,1.0015646726295486,1.0027388886277058,0.9572206030262658,0.04551828560143995
141,0.6179549057679815,1.0025162191402344,1.0004754947229884,0.9522286239318595,0.04824687079112883
142,0.5019656984042851,1.003398341551096,1.0040936162008722,0.960344335656058,0.04374928054481409
143,0.8374171867580076,0.9900840551109271,0.9926570232557154,0.9377613011804601,0.054895722075255234
144,0.5929265216146683,0.9998506769955297,1.0012735803848027,0.953950921303435,0.04732265908136768
145,0.5268291452513263,1.006465459728356,1.0033308082804304,0.9585754422621876,0.04475536601824292
146,0.6315394223677535,1.000095561883527,1.000036419362299,0.9513003008490702,0.04873611851322882
147,0.5156906381073989,1.0036149071730434,1.0036729078409228,0.9593658683422045,0.04430703949871823
148,0.24489265419087342,1.0151697944366835,1.0124471949338893,0.979650800322477,0.03279639461141247
149,0.07038892938830754,1.020223307303449,1.0193999100320572,0.9939340849414828,0.025465825090574313
150,0.018744982237017677,1.023285374502628,1.0216639231791773,0.9983665066611978,0.023297416517979456
151,0.20775273989598655,1.015780561497005,1.0138225189675705,0.9826052214611875,0.031217297506383013
152,0.02525931512855692,1.0235598285887224,1.021374846318047,0.9978019418791241,0.023572904438922817
153,0.11726984335994148,1.018596555490138,1.0174142071276246,0.9899942728663238,0.027419934261300807
154,-0.2057204682934281,1.0306340818195379,1.0315239239753045,1.0188570598732785,0.012666864102026009
155,-0.12374261592306735,1.0273451153164437,1.0280450645096222,1.0111304326065114,0.01691463190311092
156,-0.3820526796893501,1.0372188128607789,1.0374577272900287,1.0365380097303427,0.0009197175596860725
157,-0.34730671865429164,1.0348829436049722,1.0365105430358958,1.032931797498628,0.0035787455372677172
158,-0.11836164255564927,1.0280080992114278,1.027807893453262,1.0106334159779684,0.01717447747529361
159,-0.027251992200739955,1.026278968527984,1.0237237361691285,1.0023988669911617,0.021324869177966867
160,-0.6610397390594642,1.0393008461275428,1.0405231912752697,1.0679964442518322,-0.027473252976562494
161,-0.22161166894308426,1.0331764394184462,1.0321591588171883,1.0203894246878915,0.011769734129296786
162,-0.2820651054989657,1.0318851231883963,1.0344164997434449,1.026326168250455,0.00809033149298986
163,-0.6856638371506877,1.0401582928414268,1.0404646929622474,1.0710113653029392,-0.030546672340691788
164,-0.28412137429015677,1.0308022672963657,1.0344883028287277,1.0265311578238174,0.007957145004910305
165,-0.8052525092712902,1.0405591419859834,1.0398305057778023,1.0862866737600072,-0.046456167982204845
166,-0.5621603204318023,1.0423617726998122,1.0403089410312472,1.0563020985806082,-0.015993157549361026
167,-0.5534149098894247,1.0430261893317758,1.0402487756530068,1.0552981849663554,-0.015049409313348599
168,-0.8539449732714695,1.03871437606972,1.039533417520486,1.0928285332745373,-0.05329511575405135
169,-1.0541805968070663,1.0398942999916707,1.0396997748291206,1.1219831375013873,-0.08228336267226678
170,-0.41209557843308536,1.0382752845789822,1.0381752178157857,1.0397074923277008,-0.0015322745119151155
171,-0.9713140624603773,1.0353581526071096,1.03921448380271,1.1094492048661615,-0.07023472106345144
172,-0.8054555986339518,1.0363792272010834,1.0398292128597677,1.086313554694059,-0.046484341834291176
173,-1.104841382074269,1.0429336218223828,1.0404346005142515,1.1300060853714335,-0.08957148485718198
174,-1.0941358615131838,1.0396624141042123,1.0402472205337412,1.1282867291307483,-0.08803950859700725
175,-1.0010077541206357,1.0392050740541767,1.0393001145935576,1.1138599606738662,-0.07455984608030854
176,-1.0047233486282348,1.0398200574863172,1.0393172340041212,1.1144180878381418,-0.07510085383402056
177,-1.5,1.06624814359979,1.0645804503634333,1.2045548971383675,-0.13997444677493412
178,-1.3098437151497582,1.0446717191988009,1.048204681894848,1.1657070358161827,-0.11750235392133469
179,-0.9925186224891508,1.0382645302466018,1.0392665402416204,1.1125900144115406,-0.07332347416992022
180,-0.8013787389479724,1.0383832542146763,1.0398551803710172,1.0857745768430793,-0.045919396472062134
181,-1.2286355734812868,1.0441138087177197,1.0440779007522454,1.1508946270892233,-0.10681672633697785
182,-1.111979297105716,1.0407253248698747,1.0405696884158249,1.131159780309591,-0.09059009189376604
183,-1.2823286731435095,1.0487262210622648,1.0466343258077986,1.1605815426887878,-0.11394721688098916
184,-1.082615577743125,1.0415129724395147,1.0400653863986908,1.126451036318154,-0.086385649919463
185,-1.2675880591318038,1.0450830449667763,1.0458671934091286,1.1578814940634596,-0.11201430065433095
186,-1.2379030006707512,1.0431776683236926,1.0444731287519917,1.1525378389882532,-0.1080647102362615
187,-1.2755544622726336,1.0453696605205207,1.0462754766173614,1.1593367997984474,-0.11306132318108607
188,-1.5,1.0659487522030053,1.0645804503634333,1.2045548971383675,-0.13997444677493412
189,-1.1968392737479416,1.0445628567030283,1.0428601988574269,1.1453444418240826,-0.10248424296665576
190,-1.2796255264568437,1.0469794956229987,1.046489838099934,1.1600840457640085,-0.1135942076640746
191,-1.5,1.0662039039523898,1.0645804503634333,1.2045548971383675,-0.13997444677493412
192,-1.1980108558441092,1.042441363466108,1.0429013659582236,1.1455465821385988,-0.1026452161803752
193,-1.1503432098721418,1.0422259110762662,1.0414425994074135,1.1374631943533475,-0.09602059494593398
194,-1.4960399929013688,1.0638097201918864,1.0641315479102933,1.2036778034268467,-0.13954625551655336
195,-1.4109889855685664,1.0578740824936477,1.0556435997718225,1.185575900644907,-0.12993230087308447
196,-1.3845423431082762,1.0563644489027038,1.0534331945507684,1.1802166901867392,-0.12678349563597086
197,-0.8332504971936725,1.0416444874607675,1.0396550886580211,1.0900241904658636,-0.05036910180784258
198,-1.329472947779473,1.0517301958698104,1.0494387968488486,1.169433707843693,-0.1199949109948444
199,-1.431304619035256,1.0577952939755517,1.0574761054364323,1.189776603814436,-0.13230049837800364
200,-1.1266357958202031,1.043312530046664,1.0408733519046143,1.1335472951525374,-0.09267394324792319
201,-1.1675727517235308,1.042032987156309,1.0419198403505512,1.1403520161673988,-0.09843217581684752
202,-0.9906259282652102,1.0389525102227881,1.039260080812868,1.112307858664325,-0.07304777785145682
203,-1.3167798280376424,1.047706836999791,1.0486297441035168,1.1670170935975057,-0.11838734949398892
204,-0.9461478658083483,1.0340050550413697,1.0392059627360861,1.1057783985525511,-0.06657243581646492
205,-1.2131782735164383,1.039317899462201,1.0434596125639937,1.148179727530331,-0.1047201149663373
206,-1.009596856389766,1.0404781335084492,1.0393419888302884,1.1151522726785685,-0.07581028384828013
207,-0.5276328211792316,1.0409298385435282,1.0400274550281767,1.0523660825607484,-0.012338627532571738
208,-0.5237661229197017,1.0412180047732695,1.039988464310405,1.0519298356865396,-0.011941371376134814
209,-0.5610168131420086,1.0418280648785787,1.040301493310922,1.0561705602010878,-0.015869066890165772
210,-0.5466347582380361,1.0399726805056206,1.040196999939466,1.0545231423555406,-0.014326142416074442
211,-0.401501308374578,1.0369596225332796,1.037933171293239,1.038584282037846,-0.0006511107446069989
212,-0.3248363566089484,1.0373908802840226,1.0358338719512261,1.0306327089626632,0.005201162988562806
213,-0.39806890152498364,1.037652283247889,1.0378521760505928,1.0382216748802198,-0.00036949882962690044
214,-0.23568968286097242,1.031854132063071,1.0327084515039948,1.0217566260609912,0.010951825443003558
215,-0.28459286731292466,1.0353992860145564,1.0345047169926613,1.0265781898561237,0.007926527136537588
216,-0.032997564646980754,1.0229733577211253,1.0239824994714444,1.0029083102039729,0.021074189267471403
217,-0.4388918373770391,1.0408260591750518,1.0387333636257026,1.042575809696888,-0.0038424460711854323
218,-0.1656772769067015,1.0319232877190436,1.0298611001090248,1.0150461337897507,0.014814966319273964
219,-0.28010957843450857,1.0350330555471827,1.0343478873199063,1.0261314113584439,0.008216475961462364
220,-0.018319150676162386,1.0232294360054153,1.0233218322216708,1.001609380161662,0.021712452060008925
221,0.07873652662199511,1.0169828445818583,1.0190408967549403,0.9932268162174266,0.025814080537513717
222,0.036417809352929105,1.0199800935450216,1.02088176523727,0.9968385868766831,0.024043178360586885
223,-0.13058370926844487,1.0251389536867819,1.0283454153146356,1.0117640827864258,0.016581332528209907
224,0.23910203015393955,1.0144934998534916,1.012657877154225,0.980108517293013,0.03254935986121197
225,0.11003980393793308,1.0196775029920633,1.0177153691067737,0.9905967944640756,0.02711857464269814
226,-0.02176902649714685,1.0242602528514988,1.023476978737166,1.0019139125346315,0.02156306620253456
227,0.5245330095036512,1.0033334612441966,1.0034013943536895,0.95873811745781,0.044663276895879477
228,0.5010908516744801,1.00368450160506,1.0041204125608134,0.960406873891316,0.04371353866949744
229,0.6457374568440222,0.998328574751978,0.999572559214281,0.9503348687252551,0.04923769048902588
230,0.4791702583874454,1.0062112806976697,1.0047916563833137,0.9619805432900518,0.04281111309326188
231,0.6589500220703136,0.9951309238534662,0.999136003160552,0.9494408299022827,0.049695173258269255
232,0.5010985463777557,1.0083757843120762,1.0041201768810721,0.9604063237482962,0.04371385313277596
233,0.563185175126432,1.0027706844819073,1.0022065943228353,0.9560179552535804,0.04618863906925504
234,0.5333228388967088,1.0030673834475243,1.0031309706417122,0.9581161269658073,0.045014843675904984
235,0.2164446808267308,1.014480302697182,1.013495498773189,0.9819097948060116,0.0315857039671775
236,0.4390111854810067,1.0048723440881213,1.0060258159717483,0.9648973506617341,0.0411284653100142
237,0.47873431138121275,1.0070233764823364,1.0048050099225632,0.9620119707052596,0.04279303921730355
238,0.9997954871014607,0.9875015626950626,0.9856798532888191,0.9277315256624689,0.05794832762635032
239,0.6952647688855862,1.0005772104052442,0.9979094248174984,0.9470050403161008,0.0509043845013977
240,0.4365366567296641,1.007285596801536,1.0061022816692966,0.9650785305419591,0.04102375112733739
241,0.6866666098832949,1.0002587604392377,0.9982035675725727,0.9475789355876219,0.050624631984950846
242,0.6233317961726481,0.9996484216904238,1.000302234815299,0.9518606426714227,0.048441592143876326
243,0.8040439508325774,0.9909798807175169,0.9939603938167169,0.939891055624519,0.05406933819219788
244,0.8282099876105831,0.9933172452097745,0.9930210953423263,0.9383464607361597,0.054674634606166596
245,0.4386081220903049,1.0045864958495934,1.0060382666115137,0.9649268505363653,0.04111141607514852
246,0.313730396629263,1.0059669893660583,1.0100419077773388,0.9742900520514632,0.03575185572587547
247,0.4848460681428967,1.0030500116890824,1.0046178338439085,0.9615718421040398,0.0430459917398687
248,0.7521072365232658,0.9984863531339176,0.9959009141841926,0.9432541938332537,0.05264672035093892
249,0.4277498376270702,1.0083286912399099,1.0063743700986547,0.9657232606970353,0.04065110940161944
250,0.3786711361332001,1.0087271573101078,1.0079160704263084,0.9693644793347432,0.038551591091565134
251,0.4663991114614944,1.0056163427108626,1.0051831029659761,0.9629033487768168,0.04227975418915921
252,0.5807817484334407,1.0042523713558384,1.001656366358316,0.9547922865795344,0.046864079778781494
253,0.5268879755956978,1.0033048109577654,1.0033289992730976,0.9585712760995692,0.04475772317352838
254,0.5433944032934362,1.0027816938174383,1.0028203027441578,0.9574059109291564,0.045414391815001384
255,0.3673812386756594,1.01028677012924,1.0082775165633833,0.97021186683428,0.038065649729103375
256,0.46748266843996145,1.0063675683534292,1.0051498658914857,0.9628248821812312,0.04232498371025447
257,0.4676419236362397,1.0060894438223829,1.0051449813609903,0.9628133522905749,0.04233162907041545
258,0.8048039023666425,0.9937099935817455,0.9939312126729573,0.9398422887192622,0.05408892395369502
259,0.3291623694030779,1.0067086107047514,1.0095256741934397,0.9731082285161136,0.03641744567732619
260,0.1799973139206122,1.0181779514818974,1.0148881172152688,0.9848424954056748,0.030045621809594098
261,0.5575734288838154,1.0005426671618707,1.0023811096975053,0.9564104935065364,0.04597061619096892
262,0.1347137101699001,1.0160243484558327,1.0166958196921754,0.9885480792771183,0.028147740415057073
263,0.13459499399393704,1.018754900764308,1.0167006685662385,0.9885578858600544,0.02814278270618413
264,0.09454333657617224,1.0167491845845749,1.0183673060115428,0.9918944104788407,0.026472895532702056
265,0.15504720195002103,1.0145404943704832,1.0158736715504042,0.98687556543322,0.028998106117184265
266,-0.031260799170033146,1.0201617064752744,1.0239042640148568,1.0027541797344317,0.021150084280425162
267,0.020572472626051445,1.0226935969410267,1.0215827425840933,0.9982079659751487,0.023374776608944565
268,-0.5630186798425048,1.0401022461405776,1.0403144493149927,1.0564008900570956,-0.016086440742102897
269,4.9251341591206865e-5,1.0222301584717148,1.0224977960194266,0.9999956905540395,0.022502105465387078
270,-0.4147829988166434,1.0382062650038901,1.038234699793069,1.0399933817007332,-0.0017586819076643096
271,-0.1418199816144075,1.0274629312287522,1.0288355763597845,1.0128091571981226,0.01602641916166186
272,0.19147445157076073,1.0184420845654056,1.0144435347112206,0.9839142741598822,0.03052926055133839
273,-0.028599197515796038,1.0207515613108573,1.0237843951469494,1.002518203663255,0.02126619148369452
274,-0.2569916967329697,1.031846498734588,1.0335133647018457,1.0238429396807562,0.009670425021089588
275,-0.4179367011394842,1.0340644332773408,1.038303509086853,1.0403293763155077,-0.0020258672286546623
276,-0.04793727516395907,1.0223043665269327,1.0246558075950585,1.0042390575341562,0.020416750060902347
277,-0.33060015291421746,1.0357068184128637,1.0360120870898015,1.0312200018120976,0.0047920852777038276
278,-0.6164206726279111,1.040581798794203,1.0405251541416756,1.0626395737281353,-0.022114419586459783
279,-0.4358719403935015,1.0390765051115949,1.0386743569880827,1.0422505729404055,-0.003576215952322636
280,-0.4906027371315939,1.0391984725860486,1.0395899763873029,1.048225018585011,-0.00863504219770807
281,-0.5720230903678014,1.0446998828559673,1.0403680191055158,1.057440030724581,-0.01707201161906518
282,-0.6749877533764548,1.0393435570663572,1.0404945095688707,1.0696989877946197,-0.02920447822574903
283,-0.5265192743294096,1.0389113860100159,1.040016383724648,1.052240357736889,-0.012223974012240997
284,-0.9078906134175574,1.0402793537055082,1.0392852992454629,1.100312326357429,-0.061027027111966274
285,-0.8808130289512976,1.0381884268073356,1.0393942314418372,1.096523977015883,-0.057129745574045786
286,-0.8271479264523853,1.0401717094321736,1.0396925827598804,1.089204057651982,-0.049511474892101434
287,-0.5580177847374009,1.04386041206548,1.0402813634596626,1.055825968672619,-0.015544605212956444
288,-0.5331393382280051,1.041193006351011,1.040080340561201,1.0529889011067424,-0.01290856054554145
289,-0.41839814632675765,1.0387682208910205,1.038313487116712,1.0403785841029247,-0.002065096986212859
290,-0.5092508624005977,1.0369963631562409,1.0398282833218262,1.0503002289225,-0.010471945600673842
291,-0.6566467572043198,1.0416238111087066,1.0405296591096438,1.0674630184644414,-0.026933359354797584
292,-0.7492939239407062,1.0387099949572496,1.0401753313397604,1.0790041581637644,-0.03882882682400404
293,-0.37849375884160263,1.035140265004835,1.037366415463897,1.0361657359109737,0.0012006795529234625
294,-0.6204399934080186,1.0414829467933688,1.0405311216425333,1.0631166391272941,-0.022585517484760984
295,-0.489235224848406,1.0358735607492073,1.0395710438024905,1.0480736432613182,-0.008502599458827661
