group_name,year,status,rows,message
momentum_flux,1949,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1950,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1951,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1952,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1953,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1954,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1955,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1956,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1957,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1958,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1959,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1960,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1961,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1962,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1963,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1964,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1965,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1966,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1967,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1968,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1969,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1970,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1971,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1972,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1973,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1974,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1975,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1976,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1977,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1978,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1979,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1980,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1981,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1982,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1983,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1984,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1985,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1986,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1987,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1988,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1989,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1990,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1991,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1992,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1993,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1994,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1995,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1996,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1997,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1998,error,0,All tiles returned empty — check variable names and date range
momentum_flux,1999,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2000,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2001,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2002,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2003,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2004,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2005,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2006,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2007,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2008,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2009,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2010,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2011,error,0,All tiles returned empty — check variable names and date range
momentum_flux,2012,ok,48,
momentum_flux,2013,ok,48,
momentum_flux,2014,ok,48,
momentum_flux,2015,ok,48,
momentum_flux,2016,ok,48,
momentum_flux,2017,ok,48,
momentum_flux,2018,ok,48,
momentum_flux,2019,ok,48,
momentum_flux,2020,ok,48,
momentum_flux,2021,ok,48,
momentum_flux,2022,ok,48,
momentum_flux,2023,ok,48,
momentum_flux,2024,ok,48,
momentum_flux,2025,ok,48,
other_tracers,1900,error,0,All tiles returned empty — check variable names and date range
other_tracers,1901,error,0,All tiles returned empty — check variable names and date range
other_tracers,1902,error,0,All tiles returned empty — check variable names and date range
other_tracers,1903,error,0,All tiles returned empty — check variable names and date range
other_tracers,1904,error,0,All tiles returned empty — check variable names and date range
other_tracers,1905,error,0,All tiles returned empty — check variable names and date range
other_tracers,1906,error,0,All tiles returned empty — check variable names and date range
other_tracers,1907,error,0,All tiles returned empty — check variable names and date range
other_tracers,1908,error,0,All tiles returned empty — check variable names and date range
other_tracers,1909,error,0,All tiles returned empty — check variable names and date range
other_tracers,1910,error,0,All tiles returned empty — check variable names and date range
other_tracers,1911,error,0,All tiles returned empty — check variable names and date range
other_tracers,1912,error,0,All tiles returned empty — check variable names and date range
other_tracers,1913,error,0,All tiles returned empty — check variable names and date range
other_tracers,1914,error,0,All tiles returned empty — check variable names and date range
other_tracers,1915,error,0,All tiles returned empty — check variable names and date range
other_tracers,1916,error,0,All tiles returned empty — check variable names and date range
other_tracers,1917,error,0,All tiles returned empty — check variable names and date range
other_tracers,1918,error,0,All tiles returned empty — check variable names and date range
other_tracers,1919,error,0,All tiles returned empty — check variable names and date range
other_tracers,1920,error,0,All tiles returned empty — check variable names and date range
other_tracers,1921,error,0,All tiles returned empty — check variable names and date range
other_tracers,1922,error,0,All tiles returned empty — check variable names and date range
other_tracers,1923,error,0,All tiles returned empty — check variable names and date range
other_tracers,1924,error,0,All tiles returned empty — check variable names and date range
other_tracers,1925,error,0,All tiles returned empty — check variable names and date range
other_tracers,1926,error,0,All tiles returned empty — check variable names and date range
other_tracers,1927,error,0,All tiles returned empty — check variable names and date range
other_tracers,1928,error,0,All tiles returned empty — check variable names and date range
other_tracers,1929,error,0,All tiles returned empty — check variable names and date range
other_tracers,1930,error,0,All tiles returned empty — check variable names and date range
other_tracers,1931,error,0,All tiles returned empty — check variable names and date range
other_tracers,1932,error,0,All tiles returned empty — check variable names and date range
other_tracers,1933,error,0,All tiles returned empty — check variable names and date range
other_tracers,1934,error,0,All tiles returned empty — check variable names and date range
other_tracers,1935,error,0,All tiles returned empty — check variable names and date range
other_tracers,1936,error,0,All tiles returned empty — check variable names and date range
other_tracers,1937,error,0,All tiles returned empty — check variable names and date range
other_tracers,1938,error,0,All tiles returned empty — check variable names and date range
other_tracers,1939,error,0,All tiles returned empty — check variable names and date range
other_tracers,1940,error,0,All tiles returned empty — check variable names and date range
other_tracers,1941,error,0,All tiles returned empty — check variable names and date range
other_tracers,1942,error,0,All tiles returned empty — check variable names and date range
other_tracers,1943,error,0,All tiles returned empty — check variable names and date range
other_tracers,1944,error,0,All tiles returned empty — check variable names and date range
other_tracers,1945,error,0,All tiles returned empty — check variable names and date range
other_tracers,1946,error,0,All tiles returned empty — check variable names and date range
other_tracers,1947,error,0,All tiles returned empty — check variable names and date range
other_tracers,1948,error,0,All tiles returned empty — check variable names and date range
other_tracers,1949,error,0,All tiles returned empty — check variable names and date range
other_tracers,1950,error,0,All tiles returned empty — check variable names and date range
other_tracers,1951,error,0,All tiles returned empty — check variable names and date range
other_tracers,1952,error,0,All tiles returned empty — check variable names and date range
other_tracers,1953,error,0,All tiles returned empty — check variable names and date range
other_tracers,1954,error,0,All tiles returned empty — check variable names and date range
other_tracers,1955,error,0,All tiles returned empty — check variable names and date range
other_tracers,1956,error,0,All tiles returned empty — check variable names and date range
other_tracers,1957,error,0,All tiles returned empty — check variable names and date range
other_tracers,1958,error,0,All tiles returned empty — check variable names and date range
other_tracers,1959,error,0,All tiles returned empty — check variable names and date range
other_tracers,1960,error,0,All tiles returned empty — check variable names and date range
other_tracers,1961,error,0,All tiles returned empty — check variable names and date range
other_tracers,1962,error,0,All tiles returned empty — check variable names and date range
other_tracers,1963,error,0,All tiles returned empty — check variable names and date range
other_tracers,1964,error,0,All tiles returned empty — check variable names and date range
other_tracers,1965,error,0,All tiles returned empty — check variable names and date range
other_tracers,1966,error,0,All tiles returned empty — check variable names and date range
other_tracers,1967,error,0,All tiles returned empty — check variable names and date range
other_tracers,1968,error,0,All tiles returned empty — check variable names and date range
other_tracers,1969,error,0,All tiles returned empty — check variable names and date range
other_tracers,1970,error,0,All tiles returned empty — check variable names and date range
other_tracers,1971,error,0,All tiles returned empty — check variable names and date range
other_tracers,1972,error,0,All tiles returned empty — check variable names and date range
other_tracers,1973,error,0,All tiles returned empty — check variable names and date range
other_tracers,1974,error,0,All tiles returned empty — check variable names and date range
other_tracers,1975,error,0,All tiles returned empty — check variable names and date range
other_tracers,1976,error,0,All tiles returned empty — check variable names and date range
other_tracers,1977,error,0,All tiles returned empty — check variable names and date range
other_tracers,1978,error,0,All tiles returned empty — check variable names and date range
other_tracers,1979,error,0,All tiles returned empty — check variable names and date range
other_tracers,1980,error,0,All tiles returned empty — check variable names and date range
other_tracers,1981,error,0,All tiles returned empty — check variable names and date range
other_tracers,1982,error,0,All tiles returned empty — check variable names and date range
other_tracers,1983,error,0,All tiles returned empty — check variable names and date range
other_tracers,1984,error,0,All tiles returned empty — check variable names and date range
other_tracers,1985,error,0,All tiles returned empty — check variable names and date range
other_tracers,1986,error,0,All tiles returned empty — check variable names and date range
other_tracers,1987,error,0,All tiles returned empty — check variable names and date range
other_tracers,1988,error,0,All tiles returned empty — check variable names and date range
other_tracers,1989,error,0,All tiles returned empty — check variable names and date range
other_tracers,1990,error,0,All tiles returned empty — check variable names and date range
other_tracers,1991,error,0,All tiles returned empty — check variable names and date range
other_tracers,1992,error,0,All tiles returned empty — check variable names and date range
other_tracers,1993,error,0,All tiles returned empty — check variable names and date range
other_tracers,1994,error,0,All tiles returned empty — check variable names and date range
other_tracers,1995,error,0,All tiles returned empty — check variable names and date range
other_tracers,1996,error,0,All tiles returned empty — check variable names and date range
other_tracers,1997,error,0,All tiles returned empty — check variable names and date range
other_tracers,1998,error,0,All tiles returned empty — check variable names and date range
other_tracers,1999,error,0,All tiles returned empty — check variable names and date range
other_tracers,2000,error,0,All tiles returned empty — check variable names and date range
other_tracers,2001,error,0,All tiles returned empty — check variable names and date range
other_tracers,2002,error,0,All tiles returned empty — check variable names and date range
other_tracers,2003,error,0,All tiles returned empty — check variable names and date range
other_tracers,2004,error,0,All tiles returned empty — check variable names and date range
other_tracers,2005,error,0,All tiles returned empty — check variable names and date range
other_tracers,2006,error,0,All tiles returned empty — check variable names and date range
other_tracers,2007,error,0,All tiles returned empty — check variable names and date range
other_tracers,2008,error,0,All tiles returned empty — check variable names and date range
other_tracers,2009,error,0,All tiles returned empty — check variable names and date range
other_tracers,2010,error,0,All tiles returned empty — check variable names and date range
other_tracers,2011,error,0,All tiles returned empty — check variable names and date range
other_tracers,2012,ok,48,
other_tracers,2013,ok,48,
other_tracers,2014,ok,48,
other_tracers,2015,ok,48,
other_tracers,2016,ok,48,
other_tracers,2017,ok,48,
other_tracers,2018,ok,48,
other_tracers,2019,ok,48,
other_tracers,2020,ok,48,
other_tracers,2021,ok,48,
other_tracers,2022,ok,48,
other_tracers,2023,ok,48,
other_tracers,2024,ok,48,
other_tracers,2025,ok,48,
