VAR_EDDY.Qc_tau,VAR_EDDY.MO_length,VAR_EDDY.u_star,VAR_EDDY.wind_dir,VAR_EDDY.U,VAR_EDDY.tau,datetime,season_year,season_date,target_doy,group_name
0,55.9789,0.29528,90.643,4.19663,-0.11456,2024-01-15T14:00:00.0,2024,2024-01-15,15,momentum_flux
0,48.54507,0.3001,91.992,4.24136,-0.11847,2024-01-15T14:30:00.0,2024,2024-01-15,15,momentum_flux
0,199.3072,0.39507,91.517,4.57437,-0.20568,2024-01-15T15:00:00.0,2024,2024-01-15,15,momentum_flux
0,69.36321,0.40741,99.468,4.9025,-0.21872,2024-01-15T15:30:00.0,2024,2024-01-15,15,momentum_flux
0,165.8528,0.49933,105.03,5.45805,-0.32647,2024-01-15T16:00:00.0,2024,2024-01-15,15,momentum_flux
0,539.9892,0.62197,100.55,5.41217,-0.50594,2024-01-15T16:30:00.0,2024,2024-01-15,15,momentum_flux
0,135.139,0.4499,96.187,5.20345,-0.26565,2024-01-15T17:00:00.0,2024,2024-01-15,15,momentum_flux
0,179.3068,0.45824,99.533,5.22987,-0.27555,2024-01-15T17:30:00.0,2024,2024-01-15,15,momentum_flux
0,184.4872,0.42034,92.245,4.69979,-0.23246,2024-01-15T18:00:00.0,2024,2024-01-15,15,momentum_flux
0,-2563.255,0.41509,92.462,4.41768,-0.22696,2024-01-15T18:30:00.0,2024,2024-01-15,15,momentum_flux
0,450.3054,0.3656,92.585,4.25239,-0.17685,2024-01-15T19:00:00.0,2024,2024-01-15,15,momentum_flux
0,102.1071,0.29028,93.909,4.21228,-0.11153,2024-01-15T19:30:00.0,2024,2024-01-15,15,momentum_flux
0,144.311,0.33714,92.074,4.26641,-0.15017,2024-01-15T20:00:00.0,2024,2024-01-15,15,momentum_flux
0,423.5804,0.40773,87.029,4.47232,-0.22036,2024-01-15T20:30:00.0,2024,2024-01-15,15,momentum_flux
0,357.3021,0.31496,90.353,3.91848,-0.13192,2024-01-15T21:00:00.0,2024,2024-01-15,15,momentum_flux
0,57.53769,0.23231,95.701,4.36378,-0.07197,2024-01-15T21:30:00.0,2024,2024-01-15,15,momentum_flux
0,118.8823,0.34557,92.936,4.17986,-0.1594,2024-01-15T22:00:00.0,2024,2024-01-15,15,momentum_flux
0,93.62596,0.30161,93.739,4.1943,-0.12151,2024-01-15T22:30:00.0,2024,2024-01-15,15,momentum_flux
0,234.4541,0.40963,88.825,4.46327,-0.22403,2024-01-15T23:00:00.0,2024,2024-01-15,15,momentum_flux
0,125.6405,0.36114,90.401,4.78603,-0.17426,2024-01-15T23:30:00.0,2024,2024-01-15,15,momentum_flux
0,-1104.577,0.35994,290.78,2.68121,-0.1614,2025-01-15T00:00:00.0,2025,2025-01-15,15,momentum_flux
0,-464.8321,0.35362,273.95,2.74551,-0.15604,2025-01-15T00:30:00.0,2025,2025-01-15,15,momentum_flux
0,-1013.4,0.38982,269.07,2.94776,-0.18982,2025-01-15T01:00:00.0,2025,2025-01-15,15,momentum_flux
0,-1041.461,0.37671,268.42,2.68793,-0.17739,2025-01-15T01:30:00.0,2025,2025-01-15,15,momentum_flux
0,-2063.117,0.33978,263.06,2.60112,-0.14434,2025-01-15T02:00:00.0,2025,2025-01-15,15,momentum_flux
0,4360.129,0.49574,257.87,3.20604,-0.30723,2025-01-15T02:30:00.0,2025,2025-01-15,15,momentum_flux
0,980.3691,0.43134,255.26,3.01015,-0.23284,2025-01-15T03:00:00.0,2025,2025-01-15,15,momentum_flux
0,623.6959,0.49546,251.07,3.1541,-0.30751,2025-01-15T03:30:00.0,2025,2025-01-15,15,momentum_flux
0,1239.707,0.65541,252.28,4.44939,-0.53848,2025-01-15T04:00:00.0,2025,2025-01-15,15,momentum_flux
0,369.0454,0.55965,251.04,3.956,-0.39215,2025-01-15T04:30:00.0,2025,2025-01-15,15,momentum_flux
0,768.1796,0.6612,253.93,4.29263,-0.54635,2025-01-15T05:00:00.0,2025,2025-01-15,15,momentum_flux
0,822.4193,0.77631,254.05,4.93617,-0.7519,2025-01-15T05:30:00.0,2025,2025-01-15,15,momentum_flux
0,676.3057,0.72152,245.63,4.45805,-0.64961,2025-01-15T06:00:00.0,2025,2025-01-15,15,momentum_flux
0,850.7289,0.72451,242.24,4.13279,-0.65513,2025-01-15T06:30:00.0,2025,2025-01-15,15,momentum_flux
0,760.1966,0.73224,243.73,4.51466,-0.6692,2025-01-15T07:00:00.0,2025,2025-01-15,15,momentum_flux
0,1720.667,0.82745,245.98,4.98035,-0.85531,2025-01-15T07:30:00.0,2025,2025-01-15,15,momentum_flux
0,2213.945,0.8415,239.7,4.84847,-0.88643,2025-01-15T08:00:00.0,2025,2025-01-15,15,momentum_flux
0,1758.978,0.82183,236.19,5.03209,-0.84665,2025-01-15T08:30:00.0,2025,2025-01-15,15,momentum_flux
0,5638.496,0.86615,238.18,5.35158,-0.94171,2025-01-15T09:00:00.0,2025,2025-01-15,15,momentum_flux
0,2502.274,0.99835,237.25,5.98593,-1.24947,2025-01-15T09:30:00.0,2025,2025-01-15,15,momentum_flux
0,1765.642,0.9045,228.14,5.43066,-1.02678,2025-01-15T10:00:00.0,2025,2025-01-15,15,momentum_flux
0,2639.972,1.10464,228.33,6.6994,-1.53201,2025-01-15T10:30:00.0,2025,2025-01-15,15,momentum_flux
0,3601.929,1.11361,224.28,6.6691,-1.55797,2025-01-15T11:00:00.0,2025,2025-01-15,15,momentum_flux
0,5362.481,0.99666,220.32,7.37526,-1.24809,2025-01-15T11:30:00.0,2025,2025-01-15,15,momentum_flux
0,3457.099,1.12867,220.38,7.33919,-1.60007,2025-01-15T12:00:00.0,2025,2025-01-15,15,momentum_flux
0,2941.583,1.20499,221.16,7.29704,-1.82284,2025-01-15T12:30:00.0,2025,2025-01-15,15,momentum_flux
0,2634.033,1.13456,221.82,7.72348,-1.61482,2025-01-15T13:00:00.0,2025,2025-01-15,15,momentum_flux
0,6159.97,1.23655,220.29,7.49561,-1.91801,2025-01-15T13:30:00.0,2025,2025-01-15,15,momentum_flux
0,10993.62,1.30099,216.57,8.37937,-2.12427,2025-01-15T14:00:00.0,2025,2025-01-15,15,momentum_flux
0,8180.281,1.26061,214.72,8.40349,-1.99249,2025-01-15T14:30:00.0,2025,2025-01-15,15,momentum_flux
0,8987.502,1.28212,211.81,8.19112,-2.05929,2025-01-15T15:00:00.0,2025,2025-01-15,15,momentum_flux
0,7395.856,1.23181,207.42,8.47937,-1.89854,2025-01-15T15:30:00.0,2025,2025-01-15,15,momentum_flux
0,4161.499,1.27002,207.82,8.31989,-2.01535,2025-01-15T16:00:00.0,2025,2025-01-15,15,momentum_flux
0,5335.269,1.30464,205.84,7.78492,-2.12443,2025-01-15T16:30:00.0,2025,2025-01-15,15,momentum_flux
0,5537.135,1.18354,204.56,7.0597,-1.74709,2025-01-15T17:00:00.0,2025,2025-01-15,15,momentum_flux
,,,,,,2025-01-15T17:30:00.0,2025,2025-01-15,15,momentum_flux
0,7956.259,1.24251,212.51,7.75693,-1.92456,2025-01-15T18:00:00.0,2025,2025-01-15,15,momentum_flux
0,8148.54,1.18662,212.98,7.13782,-1.75437,2025-01-15T18:30:00.0,2025,2025-01-15,15,momentum_flux
0,4220.815,1.17156,218.12,6.74501,-1.70868,2025-01-15T19:00:00.0,2025,2025-01-15,15,momentum_flux
0,4607.765,1.11766,221.43,6.77752,-1.55388,2025-01-15T19:30:00.0,2025,2025-01-15,15,momentum_flux
0,31129.61,1.1139,225.22,6.56966,-1.54246,2025-01-15T20:00:00.0,2025,2025-01-15,15,momentum_flux
0,14315.79,1.08338,230.85,6.16887,-1.45751,2025-01-15T20:30:00.0,2025,2025-01-15,15,momentum_flux
0,5262.093,0.97744,236.68,5.27488,-1.18509,2025-01-15T21:00:00.0,2025,2025-01-15,15,momentum_flux
0,19260.3,1.00094,238.63,5.7933,-1.24139,2025-01-15T21:30:00.0,2025,2025-01-15,15,momentum_flux
0,10935.59,0.95206,245.04,5.41376,-1.12189,2025-01-15T22:00:00.0,2025,2025-01-15,15,momentum_flux
0,-16021.23,1.0184,249.53,5.40757,-1.28225,2025-01-15T22:30:00.0,2025,2025-01-15,15,momentum_flux
0,8623.397,0.97906,259.09,5.55694,-1.18302,2025-01-15T23:00:00.0,2025,2025-01-15,15,momentum_flux
0,4492.508,0.81608,266.65,4.71634,-0.82064,2025-01-15T23:30:00.0,2025,2025-01-15,15,momentum_flux
